Id;Label;Name;Platform;Year;Genre;Publisher
379;G0379;Star Wars Battlefront (2015);XOne;2015;Shooter;Electronic Arts
380;G0380;Battlefield: Bad Company 2;X360;2010;Shooter;Electronic Arts
381;G0381;Guitar Hero: On Tour;DS;2008;Misc;Activision
382;G0382;Assassin's Creed: Unity;XOne;2014;Action;Ubisoft
383;G0383;Far Cry 3;PS3;2012;Shooter;Ubisoft
384;G0384;Monster Hunter 4;3DS;2013;Role-Playing;Capcom
385;G0385;Borderlands;X360;2009;Shooter;Take-Two Interactive
386;G0386;Tekken 4;PS2;2002;Fighting;Namco Bandai Games
387;G0387;Battlefield 4;PS4;2013;Shooter;Electronic Arts
388;G0388;LittleBigPlanet 2;PS3;2011;Platform;Sony Computer Entertainment
389;G0389;Grand Theft Auto 2;PS;1998;Action;Take-Two Interactive
390;G0390;Final Fantasy III;SNES;1994;Role-Playing;SquareSoft
391;G0391;Spider-Man 2;PS2;2004;Action;Activision
392;G0392;F-1 Race;GB;1990;Racing;Nintendo
393;G0393;FIFA Soccer 2003;PS2;2002;Sports;Electronic Arts
394;G0394;Crash Bash;PS;2000;Misc;Sony Computer Entertainment
395;G0395;LEGO Batman: The Videogame;X360;2008;Action;Warner Bros. Interactive Entertainment
396;G0396;Metal Gear Solid V: The Phantom Pain;PS4;2015;Action;Konami Digital Entertainment
397;G0397;The Legend of Zelda: Spirit Tracks;DS;2009;Action;Nintendo
398;G0398;WWF War Zone;PS;1998;Fighting;Acclaim Entertainment
399;G0399;The Legend of Zelda: Majora's Mask;N64;2000;Action;Nintendo
400;G0400;Professor Layton and the Unwound Future;DS;2008;Puzzle;Nintendo
401;G0401;Rugrats: Search For Reptar;PS;1998;Adventure;THQ
402;G0402;Assassin's Creed IV: Black Flag;X360;2013;Action;Ubisoft
403;G0403;English Training: Have Fun Improving Your Skills!;DS;2006;Misc;Nintendo
404;G0404;James Bond 007: Nightfire;PS2;2002;Shooter;Electronic Arts
405;G0405;Ratchet & Clank;PS2;2002;Platform;Sony Computer Entertainment
406;G0406;Mario Party 9;Wii;2012;Misc;Nintendo
407;G0407;Star Wars Episode III: Revenge of the Sith;PS2;2005;Action;LucasArts
408;G0408;Max Payne;PS2;2001;Shooter;Take-Two Interactive
409;G0409;The Lord of the Rings: The Return of the King;PS2;2003;Action;Electronic Arts
410;G0410;Assassin's Creed Syndicate;PS4;2015;Action;Ubisoft
411;G0411;Destiny;XOne;2014;Shooter;Activision
412;G0412;True Crime: Streets of LA;PS2;2003;Action;Activision
413;G0413;Wii Music;Wii;2008;Misc;Nintendo
414;G0414;Gran Turismo (PSP);PSP;2009;Racing;Sony Computer Entertainment
415;G0415;Monster Hunter X;3DS;2015;Action;Capcom
416;G0416;Tekken;PS;1995;Fighting;Sony Computer Entertainment
417;G0417;FIFA 16;XOne;2015;Sports;Electronic Arts
418;G0418;L.A. Noire;PS3;2011;Adventure;Take-Two Interactive
419;G0419;Madden NFL 16;PS4;2015;Sports;Electronic Arts
420;G0420;Yokai Watch 2 Ganso/Honke;3DS;2014;Role-Playing;Nintendo
421;G0421;007: Tomorrow Never Dies;PS;1999;Shooter;Electronic Arts
422;G0422;Baseball;NES;1983;Sports;Nintendo
423;G0423;Killer Instinct;SNES;1995;Fighting;Nintendo
424;G0424;WWF SmackDown! 2: Know Your Role;PS;2000;Fighting;THQ
425;G0425;Crisis Core: Final Fantasy VII;PSP;2007;Role-Playing;Square Enix
426;G0426;God of War: Chains of Olympus;PSP;2008;Action;Sony Computer Entertainment
427;G0427;Dragon Quest VI: Maboroshi no Daichi;SNES;1995;Role-Playing;Enix Corporation
428;G0428;Dance Central;X360;2010;Misc;MTV Games
429;G0429;Enter the Matrix;PS2;2003;Action;Atari
430;G0430;Super Mario Maker;WiiU;2015;Platform;Nintendo
431;G0431;Fallout: New Vegas;PS3;2010;Role-Playing;Bethesda Softworks
432;G0432;LEGO Batman: The Videogame;Wii;N/A;Action;Warner Bros. Interactive Entertainment
433;G0433;Rhythm Heaven;DS;2008;Misc;Nintendo
434;G0434;Ace Combat 04: Shattered Skies;PS2;2001;Simulation;Sony Computer Entertainment Europe
435;G0435;Club Penguin: Elite Penguin Force;DS;2008;Adventure;Disney Interactive Studios
436;G0436;Animal Crossing;GC;2001;Simulation;Nintendo
437;G0437;LEGO Batman: The Videogame;DS;2008;Action;Warner Bros. Interactive Entertainment
438;G0438;Sonic Rush;DS;2005;Platform;Sega
439;G0439;Resident Evil 6;PS3;2012;Shooter;Capcom
440;G0440;Halo: The Master Chief Collection;XOne;2014;Shooter;Microsoft Game Studios
441;G0441;FIFA Soccer 08;PS2;2007;Sports;Electronic Arts
442;G0442;Spider-Man;PS;2000;Action;Activision
443;G0443;Need for Speed III: Hot Pursuit;PS;1998;Racing;Electronic Arts
444;G0444;Star Wars Episode I Racer;N64;1999;Racing;Nintendo
445;G0445;Personal Trainer: Cooking;DS;2006;Misc;Nintendo
446;G0446;The Elder Scrolls IV: Oblivion;PS3;2007;Role-Playing;Ubisoft
447;G0447;Dragon Warrior IV;NES;1990;Role-Playing;Enix Corporation
448;G0448;Heavy Rain;PS3;2010;Adventure;Sony Computer Entertainment
449;G0449;Mass Effect 2;X360;2010;Role-Playing;Electronic Arts
450;G0450;FIFA 15;X360;2014;Sports;Electronic Arts
451;G0451;Dragon Ball Z: Budokai;PS2;2002;Fighting;Atari
452;G0452;Madden NFL 2002;PS2;2001;Sports;Electronic Arts
453;G0453;World Class Track Meet;NES;1986;Sports;Namco Bandai Games
454;G0454;Borderlands 2;X360;2012;Shooter;Take-Two Interactive
455;G0455;The Legend of Zelda: A Link Between Worlds;3DS;2013;Action;Nintendo
456;G0456;Donkey Kong;GB;1994;Platform;Nintendo
457;G0457;The Sims: Vacation;PC;2002;Simulation;Electronic Arts
458;G0458;Mass Effect 3;X360;2012;Role-Playing;Electronic Arts
459;G0459;Kung Fu Panda;X360;2008;Action;Activision
460;G0460;Far Cry 3;X360;2012;Shooter;Ubisoft
461;G0461;Epic Mickey;Wii;2010;Platform;Disney Interactive Studios
462;G0462;Saints Row 2;X360;2008;Action;THQ
463;G0463;Rayman;PS;1995;Platform;Ubisoft
464;G0464;Killzone 2;PS3;2009;Shooter;Sony Computer Entertainment
465;G0465;Tom Clancy's Splinter Cell;XB;2002;Action;Ubisoft
466;G0466;Mike Tyson's Punch-Out!!;NES;1987;Fighting;Nintendo
467;G0467;WWE SmackDown! Shut Your Mouth;PS2;2002;Sports;THQ
468;G0468;Gears of War: Ultimate Edition;XOne;2015;Shooter;Microsoft Game Studios
469;G0469;NBA 2K13;X360;2012;Sports;Take-Two Interactive
470;G0470;Dragon Ball Z: Budokai Tenkaichi 3;PS2;2007;Fighting;Atari
471;G0471;wwe Smackdown vs. Raw 2006;PS2;N/A;Fighting;N/A
472;G0472;Middle-Earth: Shadow of Mordor;PS4;2014;Action;Warner Bros. Interactive Entertainment
473;G0473;Star Fox;SNES;1993;Shooter;Nintendo
474;G0474;The Sims: Livin Large;PC;2000;Misc;Electronic Arts
475;G0475;World Soccer Winning Eleven 6 International;PS2;2002;Sports;Konami Digital Entertainment
476;G0476;Devil May Cry;PS2;2001;Action;Capcom
477;G0477;Animal Crossing: Happy Home Designer;3DS;2015;Simulation;Nintendo
478;G0478;Battlefield: Bad Company 2;PS3;2010;Shooter;Electronic Arts
479;G0479;The Sims 4;PC;2014;Simulation;Electronic Arts
480;G0480;Star Wars: The Old Republic;PC;2011;Role-Playing;Electronic Arts
481;G0481;Sonic Heroes;PS2;2003;Platform;Sega
482;G0482;Kirby Super Star Ultra;DS;2008;Platform;Nintendo
483;G0483;Hitman 2: Silent Assassin;PS2;2002;Action;Eidos Interactive
484;G0484;Street Fighter IV;X360;2009;Fighting;Capcom
485;G0485;Wave Race 64;N64;1996;Racing;Nintendo
486;G0486;SOCOM II: U.S. Navy SEALs;PS2;2003;Shooter;Sony Computer Entertainment
487;G0487;WWE SmackDown! vs. RAW 2006;PS2;2005;Fighting;THQ
488;G0488;inFAMOUS;PS3;2009;Action;Sony Computer Entertainment
489;G0489;Pac-Man Collection;GBA;2001;Puzzle;Atari
490;G0490;Mass Effect;X360;2007;Role-Playing;Microsoft Game Studios
491;G0491;WarioWare: Smooth Moves;Wii;2006;Puzzle;Nintendo
492;G0492;Cooking Mama: Cook Off;Wii;2007;Simulation;505 Games
493;G0493;Super Mario World 2: Yoshi's Island;GBA;2002;Platform;Nintendo
494;G0494;FIFA 14;PS4;2013;Sports;Electronic Arts
495;G0495;Titanfall;XOne;2014;Shooter;Electronic Arts
496;G0496;Sonic Mega Collection Plus;PS2;2004;Misc;Sega
497;G0497;Sega Superstars Tennis;X360;2008;Sports;Sega
498;G0498;World Soccer Winning Eleven 7 International;PS2;2003;Sports;Konami Digital Entertainment
499;G0499;Need for Speed: Most Wanted;PS3;2012;Racing;Electronic Arts
500;G0500;Hot Shots Golf 3;PS2;2001;Sports;Sony Computer Entertainment
501;G0501;Call of Duty: Finest Hour;PS2;2004;Shooter;Activision
502;G0502;Zumba Fitness 2;Wii;2011;Sports;Majesco Entertainment
503;G0503;Syphon Filter;PS;1999;Shooter;Sony Computer Entertainment
504;G0504;Imagine: Babyz;DS;2007;Simulation;Ubisoft
505;G0505;Colin McRae Rally;PS;1998;Racing;Codemasters
506;G0506;Call of Duty: Ghosts;XOne;2013;Shooter;Activision
507;G0507;Madden NFL 13;X360;2012;Sports;Electronic Arts
508;G0508;The Elder Scrolls III: Morrowind;XB;2002;Role-Playing;Ubisoft
509;G0509;Mortal Kombat;PS3;2011;Fighting;Warner Bros. Interactive Entertainment
510;G0510;F-Zero;SNES;1990;Racing;Nintendo
511;G0511;Yoshi's Story;N64;1997;Platform;Nintendo
512;G0512;Command & Conquer: Red Alert;PC;1996;Strategy;Virgin Interactive
513;G0513;Skylanders: Spyro's Adventure;Wii;2011;Action;Activision
514;G0514;FIFA 16;PS3;2015;Sports;Electronic Arts
515;G0515;Assassin's Creed: Brotherhood;PS3;2010;Action;Ubisoft
516;G0516;BioShock;X360;2007;Shooter;Take-Two Interactive
517;G0517;Madden NFL 10;X360;2009;Sports;Electronic Arts
518;G0518;Medal of Honor;PS3;2010;Shooter;Electronic Arts
519;G0519;WWE SmackDown! vs. Raw;PS2;2002;Fighting;THQ
520;G0520;Metroid Prime;GC;2002;Shooter;Nintendo
521;G0521;Finding Nemo;GBA;2003;Action;THQ
522;G0522;Myst;PC;1994;Adventure;Red Orb
523;G0523;Need for Speed: Hot Pursuit;PS3;2010;Racing;Electronic Arts
524;G0524;Imagine: Fashion Designer;DS;2007;Simulation;Ubisoft
525;G0525;WWE SmackDown! Here Comes the Pain;PS2;2003;Fighting;THQ
526;G0526;Star Wars: The Force Unleashed;X360;2008;Action;LucasArts
527;G0527;Yoshi's Island DS;DS;2006;Platform;Nintendo
528;G0528;Hot Shots Golf;PS;1997;Sports;Sony Computer Entertainment
529;G0529;Killzone 3;PS3;2011;Shooter;Sony Computer Entertainment
530;G0530;A Bug's Life;PS;1998;Platform;Sony Computer Entertainment
531;G0531;WWF SmackDown! Just Bring It;PS2;2001;Fighting;THQ
532;G0532;Dragon Quest V: Tenkuu no Hanayome;SNES;1992;Role-Playing;Enix Corporation
533;G0533;Mortal Kombat Trilogy;PS;1996;Fighting;GT Interactive
534;G0534;Battlefield 3;PC;2011;Shooter;Electronic Arts
535;G0535;NBA Street;PS2;2001;Sports;Electronic Arts
536;G0536;Professor Layton and the Last Specter;DS;2009;Puzzle;Nintendo
537;G0537;Monster Hunter Tri;3DS;2011;Role-Playing;Nintendo
538;G0538;Jak II;PS2;2003;Platform;Sony Computer Entertainment
539;G0539;inFAMOUS: Second Son;PS4;2014;Action;Sony Computer Entertainment
540;G0540;Ratchet & Clank: Going Commando;PS2;2003;Platform;Sony Computer Entertainment
541;G0541;Tekken 6;PS3;2009;Fighting;Namco Bandai Games
542;G0542;The Sims;PS2;2003;Simulation;Electronic Arts
543;G0543;Sonic and the Secret Rings;Wii;2007;Platform;Sega
544;G0544;Saints Row: The Third;X360;2011;Action;THQ
545;G0545;Missile Command;2600;1980;Shooter;Atari
546;G0546;Mario Paint;SNES;1992;Misc;Nintendo
547;G0547;Assassin's Creed IV: Black Flag;PS4;2013;Action;Ubisoft
548;G0548;Pokémon Stadium 2;N64;2000;Strategy;Nintendo
549;G0549;Metroid;NES;1986;Action;Nintendo
550;G0550;L.A. Noire;X360;2011;Adventure;Take-Two Interactive
551;G0551;Call of Duty 3;X360;2006;Shooter;Activision
552;G0552;The Legend of Zelda: A Link to the Past;GBA;2002;Action;Nintendo
553;G0553;Onimusha: Warlords;PS2;2001;Action;Virgin Interactive
554;G0554;Mortal Kombat X;PS4;2015;Fighting;Warner Bros. Interactive Entertainment
555;G0555;Mario Party;N64;1998;Misc;Nintendo
556;G0556;Madden NFL 12;X360;2011;Sports;Electronic Arts
557;G0557;LEGO Star Wars II: The Original Trilogy;PS2;2006;Action;LucasArts
558;G0558;Madden NFL 11;X360;2010;Sports;Electronic Arts
559;G0559;Mario vs. Donkey Kong: Mini-Land Mayhem!;DS;2010;Puzzle;Nintendo
560;G0560;Skate 3;X360;2010;Sports;Electronic Arts
561;G0561;Burnout 3: Takedown;PS2;2004;Racing;Electronic Arts
562;G0562;Yokai Watch 2 Shinuchi;3DS;2014;Role-Playing;Level 5
563;G0563;Need for Speed: Shift;PS3;2009;Racing;Electronic Arts
564;G0564;Final Fantasy XIII-2;PS3;2011;Role-Playing;Square Enix
565;G0565;Mortal Kombat;GEN;1992;Fighting;Arena Entertainment
566;G0566;Call Of Duty 2: Big Red One;PS2;2005;Shooter;Activision
567;G0567;Guitar Hero: World Tour;X360;2008;Misc;Activision
568;G0568;Medal of Honor;PS;1998;Shooter;Electronic Arts
569;G0569;Fable;XB;2004;Role-Playing;Microsoft Game Studios
570;G0570;Hannah Montana;DS;2006;Action;Disney Interactive Studios
571;G0571;Tom Clancy's Splinter Cell;PS2;2003;Action;Ubisoft
572;G0572;Skylanders Giants;Wii;2012;Action;Activision
573;G0573;Medal of Honor Heroes;PSP;2006;Shooter;Electronic Arts
574;G0574;Super Mario Bros.: The Lost Levels;NES;1986;Platform;Nintendo
575;G0575;Star Wars: Shadows of the Empire;N64;1996;Action;Nintendo
576;G0576;LEGO Star Wars: The Complete Saga;X360;2007;Action;LucasArts
577;G0577;Midnight Club: Street Racing;PS2;2000;Racing;Take-Two Interactive
578;G0578;Pac-Man: Adventures in Time;PSP;2006;Fighting;Sony Computer Entertainment
579;G0579;Halo Wars;X360;2009;Strategy;Microsoft Game Studios
580;G0580;God of War Collection;PS3;2009;Action;Sony Computer Entertainment
581;G0581;ESPN NFL 2K5;PS2;2004;Sports;Sega
582;G0582;Mario Strikers Charged;Wii;2007;Sports;Nintendo
583;G0583;Medal of Honor;X360;2010;Shooter;Electronic Arts
584;G0584;FIFA Soccer 10;X360;2009;Sports;Electronic Arts
585;G0585;NBA 2K12;X360;2011;Sports;Take-Two Interactive
586;G0586;Style Savvy;DS;2008;Simulation;Nintendo
587;G0587;Harry Potter and the Chamber of Secrets;PS2;2002;Action;Electronic Arts
588;G0588;Super Mario All-Stars: Limited Edition;Wii;2010;Platform;Nintendo
589;G0589;Streets of Rage;GEN;1990;Action;Sega
590;G0590;FIFA Soccer 09;PS3;2008;Sports;Electronic Arts
591;G0591;Ratchet & Clank Future: Tools of Destruction;PS3;2007;Platform;Sony Computer Entertainment
592;G0592;NBA Live 2005;PS2;2004;Sports;Electronic Arts
593;G0593;LittleBigPlanet;PSP;2009;Platform;Sony Computer Entertainment
594;G0594;Killzone: Shadow Fall;PS4;2013;Shooter;Sony Computer Entertainment
595;G0595;Ghostbusters: The Video Game (DS Version);X360;2009;Action;Take-Two Interactive
596;G0596;Monster Hunter Freedom 2;PSP;2007;Role-Playing;Capcom
597;G0597;WWE SmackDown vs. RAW 2007;PS2;2006;Fighting;THQ
598;G0598;Ratchet & Clank: Up Your Arsenal;PS2;2004;Platform;Sony Computer Entertainment
599;G0599;Art Academy;DS;2010;Misc;Nintendo
600;G0600;Dragon Age: Origins;X360;2009;Role-Playing;Electronic Arts
601;G0601;Madden NFL 08;PS2;2007;Sports;Electronic Arts
602;G0602;Sonic Adventure 2 Battle;GC;2001;Platform;Sega
603;G0603;Dragon Warrior II;NES;1987;Role-Playing;Enix Corporation
604;G0604;Madden NFL 13;PS3;2012;Sports;Electronic Arts
605;G0605;Pokémon Colosseum;GC;2003;Role-Playing;Nintendo
606;G0606;Deca Sports;Wii;2008;Sports;Konami Digital Entertainment
607;G0607;Madden NFL 09;X360;2008;Sports;Electronic Arts
608;G0608;Space Invaders;2600;N/A;Shooter;Atari
609;G0609;Crazy Taxi;PS2;2001;Racing;Acclaim Entertainment
610;G0610;Perfect Dark;N64;2000;Action;Nintendo
611;G0611;Game Party;Wii;2007;Misc;Midway Games
612;G0612;Dragon Warrior;NES;1986;Role-Playing;Capcom
613;G0613;Tomb Raider (2013);PS3;2013;Action;Square Enix
614;G0614;Marvel: Ultimate Alliance;X360;2006;Role-Playing;Activision
615;G0615;PES 2009: Pro Evolution Soccer;PS2;2008;Sports;Konami Digital Entertainment
616;G0616;Mario Party 2;N64;1999;Misc;Nintendo
617;G0617;Saints Row: The Third;PS3;2011;Action;THQ
618;G0618;Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;XB;2003;Action;Take-Two Interactive
619;G0619;LEGO Harry Potter: Years 1-4;Wii;2010;Action;Warner Bros. Interactive Entertainment
620;G0620;Mortal Kombat: Deadly Alliance;PS2;2002;Fighting;Midway Games
621;G0621;Resistance 2;PS3;2008;Shooter;Sony Computer Entertainment
622;G0622;Pure;X360;2008;Racing;Disney Interactive Studios
623;G0623;Tomb Raider: The Last Revelation;PS;1998;Action;Eidos Interactive
624;G0624;NBA 2K13;PS3;2012;Sports;Take-Two Interactive
625;G0625;Rock Band;X360;N/A;Misc;Electronic Arts
626;G0626;NBA 2K14;X360;2013;Sports;Take-Two Interactive
627;G0627;Mario Party 4;GC;2002;Misc;Nintendo
628;G0628;uDraw Studio;Wii;2010;Misc;THQ
629;G0629;Midnight Club: Los Angeles;PS3;2008;Racing;Take-Two Interactive
630;G0630;Final Fantasy V;SNES;1992;Role-Playing;SquareSoft
631;G0631;Final Fantasy Tactics;PS;1997;Role-Playing;SquareSoft
632;G0632;Twisted Metal 2;PS;1996;Racing;Sony Computer Entertainment
633;G0633;Halo: Combat Evolved Anniversary;X360;2011;Shooter;Microsoft Game Studios
634;G0634;Need for Speed Carbon: Own the City;PSP;2006;Racing;Electronic Arts
635;G0635;The Sims: Bustin' Out;PS2;2003;Simulation;Electronic Arts
636;G0636;Riven: The Sequel to Myst;PC;1997;Adventure;Red Orb
637;G0637;Tom Clancy's Rainbow Six: Vegas 2;X360;2008;Shooter;Ubisoft
638;G0638;Sonic Adventure;DC;1998;Platform;Sega
639;G0639;Ice Hockey;NES;1988;Sports;Nintendo
640;G0640;pro evolution soccer 2011;PS3;2010;Sports;Konami Digital Entertainment
641;G0641;Dragon Ball Z: Budokai 2;PS2;2003;Fighting;Atari
642;G0642;ATV Offroad Fury;PS2;2001;Racing;Sony Computer Entertainment
643;G0643;Dino Crisis;PS;1998;Action;Capcom
644;G0644;Minecraft;XOne;2014;Misc;Microsoft Game Studios
645;G0645;Need for Speed: ProStreet;PS2;2007;Racing;Electronic Arts
646;G0646;Madden NFL 16;XOne;2015;Sports;Electronic Arts
647;G0647;Tetris Plus;PS;1996;Puzzle;JVC
648;G0648;Pro Wrestling;NES;1987;Fighting;Nintendo
649;G0649;Theme Hospital;PC;1997;Strategy;Electronic Arts
650;G0650;Frogger's Adventures: Temple of the Frog;GBA;N/A;Adventure;Konami Digital Entertainment
651;G0651;Need for Speed (2015);PS4;2015;Racing;Electronic Arts
652;G0652;Zumba Fitness;X360;2010;Sports;505 Games
653;G0653;LEGO Indiana Jones: The Original Adventures;Wii;N/A;Action;LucasArts
654;G0654;Monopoly;PC;1994;Misc;Hasbro Interactive
655;G0655;Batman: Arkham Origins;PS3;2013;Action;Warner Bros. Interactive Entertainment
656;G0656;Dead Island;X360;2011;Action;Deep Silver
657;G0657;Guitar Hero;PS2;2005;Misc;RedOctane
658;G0658;LEGO Star Wars: The Complete Saga;PS3;2007;Action;LucasArts
659;G0659;Kinect: Disneyland Adventures;X360;2011;Misc;Microsoft Game Studios
660;G0660;WCW/nWo Revenge;N64;1998;Fighting;THQ
661;G0661;Bloodborne;PS4;2015;Action;Sony Computer Entertainment
662;G0662;NBA 2K15;PS4;2014;Sports;Take-Two Interactive
663;G0663;Madden NFL 11;PS3;2010;Sports;Electronic Arts
664;G0664;Yu-Gi-Oh! The Duelists of the Roses;PS2;2001;Misc;Konami Digital Entertainment
665;G0665;Madden NFL 08;X360;2007;Sports;Electronic Arts
666;G0666;Half-Life 2;PC;2004;Shooter;Vivendi Games
667;G0667;The Incredibles;PS2;2004;Action;THQ
668;G0668;Tony Hawk's Underground 2;PS2;2004;Sports;Activision
669;G0669;Madden NFL 10;PS3;2009;Sports;Electronic Arts
670;G0670;Kinect Sports: Season Two;X360;2011;Sports;Microsoft Game Studios
671;G0671;Kirby's Dream Land 2;GB;1995;Platform;Nintendo
672;G0672;LEGO Harry Potter: Years 1-4;DS;2010;Action;Warner Bros. Interactive Entertainment
673;G0673;Donkey Kong Land II;GB;1996;Platform;Nintendo
674;G0674;Dragon Warrior Monsters;GB;1998;Role-Playing;Eidos Interactive
675;G0675;Midnight Club: Los Angeles;X360;2008;Racing;Take-Two Interactive
676;G0676;Skylanders SWAP Force;Wii;2013;Platform;Activision
677;G0677;WWE SmackDown vs Raw 2008;PS2;2007;Fighting;THQ
678;G0678;My Fitness Coach;Wii;2008;Sports;Ubisoft
679;G0679;Resident Evil - Code: Veronica X;PS2;2001;Action;Capcom
680;G0680;The Sims 3;X360;2010;Simulation;Electronic Arts
681;G0681;The Legend of Zelda: Majora's Mask 3D;3DS;2015;Action;Nintendo
682;G0682;NBA 2K16;XOne;2015;Sports;Take-Two Interactive
683;G0683;Just Dance Kids;Wii;2010;Misc;Ubisoft
684;G0684;Mario Tennis;N64;2000;Sports;Nintendo
685;G0685;Grand Theft Auto;PS;1997;Action;Take-Two Interactive
686;G0686;James Bond 007: Everything or Nothing;PS2;2004;Shooter;Electronic Arts
687;G0687;WarioWare Touched!;DS;2004;Puzzle;Nintendo
688;G0688;Need For Speed: High Stakes;PS;1999;Racing;Electronic Arts
689;G0689;Chrono Trigger;SNES;1995;Role-Playing;SquareSoft
690;G0690;Cool Boarders 3;PS;1998;Sports;989 Studios
691;G0691;LEGO Marvel Super Heroes;X360;2013;Action;Warner Bros. Interactive Entertainment
692;G0692;Guild Wars 2;PC;2012;Action;NCSoft
693;G0693;Pokemon Ranger: Shadows of Almia;DS;2008;Role-Playing;Nintendo
694;G0694;Dead Island;PS3;2011;Action;Deep Silver
695;G0695;Tomb Raider II;PC;1997;Action;Eidos Interactive
696;G0696;God of War: Ascension;PS3;2013;Action;Sony Computer Entertainment
697;G0697;Need for Speed Underground 2;XB;2004;Racing;Electronic Arts
698;G0698;Pro Evolution Soccer 2010;PS3;2009;Sports;Konami Digital Entertainment
699;G0699;Just Dance 2015;Wii;2014;Misc;Ubisoft
700;G0700;Yokai Watch Busters;3DS;2015;Action;Level 5
701;G0701;Mario Bros.;NES;1983;Platform;Nintendo
702;G0702;FIFA Soccer 09;PS2;2008;Sports;Electronic Arts
703;G0703;Star Wars: The Force Unleashed;PS3;2008;Action;LucasArts
704;G0704;Borderlands 2;PS3;2012;Shooter;Take-Two Interactive
705;G0705;TOCA Touring Car Championship;PS;1997;Racing;Codemasters
706;G0706;Paper Mario: Sticker Star;3DS;2012;Role-Playing;Nintendo
707;G0707;Sonic's Ultimate Genesis Collection;PS3;2009;Misc;Sega
708;G0708;Super Monkey Ball: Banana Blitz;Wii;2006;Misc;Sega
709;G0709;Kirby: Nightmare in Dream Land;GBA;2002;Platform;Nintendo
710;G0710;Wario Land 4;GBA;2001;Platform;Nintendo
711;G0711;Guitar Hero III: Legends of Rock;PS3;2007;Misc;Activision
712;G0712;Call of Duty 3;Wii;N/A;Shooter;Activision
713;G0713;Resident Evil 4;Wii;2007;Action;Capcom
714;G0714;Minecraft;PSV;2014;Misc;Sony Computer Entertainment Europe
715;G0715;Onimusha 2: Samurai's Destiny;PS2;2002;Adventure;Capcom
716;G0716;Cool Boarders 2;PS;1997;Sports;UEP Systems
717;G0717;Paper Mario: The Thousand-Year Door;GC;2004;Role-Playing;Nintendo
718;G0718;Madden NFL 12;PS3;2011;Sports;Electronic Arts
719;G0719;Monster Hunter Tri;Wii;2009;Role-Playing;Nintendo
720;G0720;Dissidia: Final Fantasy;PSP;2008;Fighting;Square Enix
721;G0721;Sonic Advance;GBA;2001;Platform;Sega
722;G0722;Spyro: Season of Ice;GBA;2001;Platform;Vivendi Games
723;G0723;Teenage Mutant Ninja Turtles II: The Arcade Game;NES;1990;Action;Konami Digital Entertainment
724;G0724;LEGO Indiana Jones: The Original Adventures;DS;2008;Action;Activision
725;G0725;Dance Dance Revolution X2;PS2;2009;Simulation;Konami Digital Entertainment
726;G0726;New Super Luigi U;WiiU;2013;Platform;Nintendo
727;G0727;Prince of Persia: The Sands of Time;PS2;2003;Action;Ubisoft
728;G0728;Scribblenauts;DS;2009;Puzzle;Warner Bros. Interactive Entertainment
729;G0729;The Legend of Zelda: Link's Awakening DX;GB;1998;Adventure;Nintendo
730;G0730;Need for Speed: Hot Pursuit;X360;2010;Racing;Electronic Arts
731;G0731;BioShock 2;X360;2010;Shooter;Take-Two Interactive
732;G0732;Assassin's Creed IV: Black Flag;XOne;2013;Action;Ubisoft
733;G0733;Devil May Cry 3: Dante's Awakening Special Edition;PS2;2006;Action;Capcom
734;G0734;Rock Band 2;X360;2008;Misc;Electronic Arts
735;G0735;Frogger;2600;1981;Action;Parker Bros.
736;G0736;Guitar Hero II;X360;2007;Misc;Activision
737;G0737;Wario Land 3;GB;2000;Platform;Nintendo
738;G0738;Pro Yakyuu Family Stadium;NES;1986;Sports;Namco Bandai Games
739;G0739;Sonic Unleashed;Wii;2008;Platform;Sega
740;G0740;High School Musical: Makin' the Cut!;DS;2007;Puzzle;Disney Interactive Studios
741;G0741;Pro Evolution Soccer 2012;PS3;2011;Action;Konami Digital Entertainment
742;G0742;Saints Row;X360;2006;Action;THQ
743;G0743;Star Wars: Knights of the Old Republic;XB;2003;Role-Playing;Activision
744;G0744;Kirby's Pinball Land;GB;1992;Misc;Nintendo
745;G0745;Donkey Kong Country;GB;2000;Platform;Nintendo
746;G0746;Hitman: Absolution;PS3;2012;Action;Square Enix
747;G0747;Yu-Gi-Oh: Duel Monsters 4;GB;2000;Role-Playing;Konami Digital Entertainment
748;G0748;ATV Offroad Fury 2;PS2;2002;Racing;THQ
749;G0749;Forza Motorsport 5;XOne;2013;Racing;Microsoft Game Studios
750;G0750;Madden NFL 25;X360;2013;Sports;Electronic Arts
751;G0751;Pokemon Ranger;DS;2006;Role-Playing;Nintendo
752;G0752;Mario & Luigi: Superstar Saga;GBA;2003;Role-Playing;Nintendo
753;G0753;Final Fantasy XIII;X360;2010;Role-Playing;Square Enix
754;G0754;Star Wars: Rogue Squadron;N64;1998;Simulation;Nintendo
755;G0755;Tennis;NES;1984;Sports;Nintendo
756;G0756;The Sims: House Party;PC;2001;Simulation;Electronic Arts
757;G0757;Your Shape featuring Jenny McCarthy;Wii;2009;Sports;Ubisoft
758;G0758;Syphon Filter 2;PS;2000;Shooter;Sony Computer Entertainment
759;G0759;Tom Clancy's Rainbow Six: Siege;PS4;2015;Shooter;Ubisoft
760;G0760;Volleyball;NES;1987;Sports;Nintendo
